,brand,model,price,Spec-score,Rating,Network,processor,memory_card,android_version,Foldable,display_size,Resolution,Frame Rate,RAM,Memory,Rear Camera,Front Camera,Battery,Fast charge
218,Vivo,Y29 5G,13899,74,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.68, 720 x 1608 px, 120 Hz Display with Punch Hole,4 GB RAM, 128 GB inbuilt,50 MP + 0.08 MP Dual Rear , 8 MP Front Camera,5.5e+03, 44W Fast Charging
219,Tecno,Spark Go 2,6998,64,4.05,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Unisoc T7250, Octa Core, 1.8 GHz Processor","Memory Card Supported, upto 1 TB",Android v15,No,6.67, 720 x 1600 px, 120 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,13 MP Rear , 8 MP Front Camera,5e+03, 15W Fast Charging
220,Apple,iPhone 15 Plus,72490,82,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A16, Hexa Core, 3.46 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.7, 1290 x 2796 px Display with Dynamic Island,,6 GB RAM, 128 GB inbuilt,48 MP + 12 MP Dual Rear , 12 MP Front Camera,4.384e+03, Fast Charging
221,Samsung,Galaxy F12,5000,72,4.65,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Exynos 850, Octa Core, 2 GHz Processor","Memory Card Supported, upto 512 GB",Android v11,No,6.5, 720 x 1600 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 64 GB inbuilt,48 MP Quad Rear , 8 MP Front Camera,6e+03, 15W Fast Charging
222,iQOO,Z10x 5G ,15290,76,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7300, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.72, 1080 x 2408 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,6.5e+03, 44W Fast Charging
223,Samsung,Galaxy M06 ,9799,74,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1.5 TB",Android v15,No,6.74, 720 x 1600 px, 90 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 25W Fast Charging
224,OPPO,Reno 13 5G ,32880,85,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8350, Octa Core, 3.35 GHz Processor",Memory Card Not Supported,Android v15,No,6.59, 1256 x 2760 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 50 MP Front Camera,5.6e+03, 80W Fast Charging
225,Realme,P1 Speed 5G ,16060,82,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300 E, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 45W Fast Charging
226,Realme,GT 6 5G ,32999,88,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Snapdragon 8s Gen3, Octa Core, 3 GHz Processor",Memory Card Not Supported,Android v14,No,6.78, 1264 x 2780 px, 120 Hz Display with Punch Hole,16 GB RAM, 512 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 32 MP Front Camera,5.5e+03, 120W Fast Charging
227,Samsung,Galaxy F55 5G ,19448,84,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.7, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 50 MP Front Camera,5e+03, 45W Fast Charging
228,Poco,X3 Pro ,12490,83,4.45,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 860, Octa Core, 2.96 GHz Processor",Memory Card (Hybrid),Android v11,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,48 MP Quad Rear , 20 MP Front Camera,5.16e+03, 33W Fast Charging
229,Poco,M7 Pro 5G ,14899,80,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7025 Ultra, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 20 MP Front Camera,5.11e+03, 45W Fast Charging
230,Google,Pixel 6 Pro,32999,86,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Tensor , Octa Core, 2.8 GHz Processor",Memory Card Not Supported,Android v12,No,6.71, 1440 x 3120 px, 120 Hz Display with Punch Hole,12 GB RAM, 128 GB inbuilt,50 MP + 48 MP + 12 MP Triple Rear , 11.1 MP Front Camera,5.004e+03, 30W Fast Charging
231,Realme,P3 5G ,17299,80,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 6 Gen4, Octa Core, 2.3 GHz Processor",Memory Card Not Supported,Android v15,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,6e+03, 45W Fast Charging
232,Vivo,V50 5G ,40999,86,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor",Memory Card Not Supported,Android v15,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,12 GB RAM, 512 GB inbuilt,50 MP + 50 MP Dual Rear , 50 MP Front Camera,6e+03, 90W Fast Charging
233,OnePlus,13 ,84999,93,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Elite, Octa Core, 4.32 GHz Processor",Memory Card Not Supported,Android v15,No,6.82, 1440 x 3168 px, 120 Hz Display with Punch Hole,24 GB RAM, 1 TB inbuilt,50 MP + 50 MP + 50 MP Triple Rear , 32 MP Front Camera,6e+03, 100W Fast Charging
234,Realme,13 Plus 5G ,22799,84,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7300 E, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 80W Fast Charging
235,Xiaomi,Redmi 13 5G ,13420,81,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 4 Gen 2 AE, Octa Core, 2.3 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.79, 1080 x 2460 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,108 MP + Macro Dual Rear , 13 MP Front Camera,5.03e+03, 33W Fast Charging
236,Xiaomi,Redmi 14C 5G,9498,71,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.88, 720 x 1640 px, 120 Hz Display with Water Drop Notch,4 GB RAM, 64 GB inbuilt,50 MP Dual Rear , 8 MP Front Camera,5.16e+03, 18W Fast Charging
237,Nothing,Phone 2a,22399,83,4.25,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 7200 Pro, Octa Core, 2.8 GHz Processor",Memory Card Not Supported,Android v14,No,6.7, 1084 x 2412 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 50 MP Dual Rear , 32 MP Front Camera,5e+03, 45W Fast Charging
238,Motorola,Edge 50 5G,22499,85,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 7 Gen1 AE, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v14,No,6.67, 1220 x 2712 px, 120 Hz Display,8 GB RAM, 256 GB inbuilt,50 MP + 13 MP + 10 MP Triple Rear , 32 MP Front Camera,5e+03, 68W Fast Charging
239,Vivo,T3 5G,17999,80,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7200, Octa Core, 2.8 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Triple Rear , 16 MP Front Camera,5e+03, 44W Fast Charging
240,Realme,Narzo 80 Lite ,11498,74,4.25,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v15,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,32 MP Dual Rear , 8 MP Front Camera,6e+03, 15W Fast Charging
241,POCO,C71 ,7199,71,4.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T7250, Octa Core, 1.8 GHz Processor","Memory Card Supported, upto 2 TB",Android v15,No,6.88, 720 x 1640 px, 120 Hz Display with Water Drop Notch,6 GB RAM, 128 GB inbuilt,32 MP Dual Rear , 8 MP Front Camera,5.2e+03, 15W Fast Charging
242,POCO,C71,6480,67,4.0,"Dual Sim, 3G, 4G, VoLTE, Wi-Fi","Unisoc T7250, Octa Core, 1.8 GHz Processor","Memory Card Supported, upto 2 TB",Android v15,No,6.88, 720 x 1640 px, 120 Hz Display with Water Drop Notch,4 GB RAM, 64 GB inbuilt,32 MP Dual Rear , 8 MP Front Camera,5.2e+03, 15W Fast Charging
243,Xiaomi,Redmi Note 14 ,17999,85,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7025 Ultra, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 20 MP Front Camera,5.11e+03, 45W Fast Charging
244,Poco,M6 Plus 5G,10399,78,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 4 Gen2 AE, Octa Core, 2.3 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.79, 1080 x 2460 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,108 MP + 2 MP Dual Rear , 13 MP Front Camera,5.03e+03, 33W Fast Charging
245,Infinix,Zero 30 5G ,18999,86,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Dimensity 8020, Octa Core, 2.6 GHz Processor",Memory Card Not Supported,Android v13,No,6.78, 1080 x 2400 px, 144 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,108 MP + 13 MP + 2 MP Triple Rear , 50 MP Front Camera,5e+03, 68W Fast Charging
246,Samsung,Galaxy S21 Plus,81999,86,4.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos 2100, Octa Core, 2.9 GHz Processor",Memory Card Not Supported,Android v10,No,6.7, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 12 MP + 12 MP Triple Rear , 10 MP Front Camera,4.8e+03, 25W Fast Charging
247,Tecno,Pova 7 5G ,15999,77,4.3,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 7300 Ultimate, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v15,No,6.78, 1080 x 2460 px, 144 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP Dual Rear , 13 MP Front Camera,6e+03, 45W Fast Charging
248,Samsung,Galaxy Z Fold 6,129999,90,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Gen 3, Octa Core, 3.39 GHz Processor",Memory Card Not Supported,Android version undefined,Yes,7.6, 1856 x 2160 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 12 MP + 10 MP Triple Rear , 10 MP + 4 MP Dual Front Camera,4.4e+03, 25W Fast Charging
249,Apple,iPhone 16 Plus,82900,82,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A18, Hexa Core, 4.04 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.7, 1290 x 2796 px Display with Dynamic Island,,Unknown,128 GB inbuilt,48 MP + 12 MP Dual Rear , 12 MP Front Camera,4.67e+03, Fast Charging
250,Realme,P3 Ultra ,27199,81,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 8350 Ultra, Octa Core, 3.35 GHz Processor",Memory Card Not Supported,Android v15,No,6.83, 1272 x 2800 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,6e+03, 80W Fast Charging
251,Nothing,Phone 3a Pro ,32999,87,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7s Gen 3, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 50 MP Front Camera,5e+03, 50W Fast Charging
252,Vivo,V50 5G ,36999,84,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor",Memory Card Not Supported,Android v15,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 50 MP Dual Rear , 50 MP Front Camera,6e+03, 90W Fast Charging
253,Xiaomi,Redmi Note 14 Pro Plus ,32499,85,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v14,No,6.67, 1220 x 2712 px, 120 Hz Display with Punch Hole,12 GB RAM, 512 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 20 MP Front Camera,6.2e+03, 90W Fast Charging
254,OnePlus,Nord CE 4 Lite 5G ,20996,82,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 695, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,5.5e+03, 80W Fast Charging
255,CMF,Phone ,14745,78,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 33W Fast Charging
256,iQOO,12 5G ,44998,87,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8 Gen3, Octa Core, 3.3 GHz Processor",Memory Card Not Supported,Android v14,No,6.78, 1260 x 2800 px, 144 Hz Display with Punch Hole,16 GB RAM, 512 GB inbuilt,64 MP + 50 MP + 50 MP Triple Rear , 16 MP Front Camera,5e+03, 120W Fast Charging
257,Realme,Narzo 70 Turbo 5G ,16999,83,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300 Energy, Octa Core, 2.5 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,5e+03, 45W Fast Charging
258,Samsung,Galaxy M35 5G ,18565,82,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Exynos 1380, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.6, 1080 x 2340 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 13 MP Front Camera,6e+03, 25W Fast Charging
259,Google,Pixel 9 Pro,89999,90,4.45,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Tensor G4, Octa Core, 3.1 GHz Processor",Memory Card Not Supported,Android v14,No,6.3, 1280 x 2856 px, 120 Hz Display with Punch Hole,16 GB RAM, 256 GB inbuilt,50 MP + 48 MP + 48 MP Triple Rear , 42 MP Front Camera,4.7e+03, 27W Fast Charging
260,Samsung,Galaxy S23 5G,48999,85,4.2,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 8 Gen 2, Octa Core, 3.36 GHz Processor",Memory Card Not Supported,Android v13,No,6.1, 1080 x 2340 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 12 MP + 10 MP Triple Rear , 12 MP Front Camera,3.9e+03, 25W Fast Charging
261,Infinix,Note 50s 5G ,17999,79,4.1,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Dimensity 7300 Ultimate, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.78, 1080 x 2436 px, 144 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,64 MP + 2 MP Dual Rear , 13 MP Front Camera,5.5e+03, 45W Fast Charging
262,Poco,X7 Pro ,25499,84,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 8400 Ultra, Octa Core, 3.25 GHz Processor",Memory Card Not Supported,Android v15,No,6.67, 1220 x 2712 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 20 MP Front Camera,6.55e+03, 90W Fast Charging
263,Oppo,F29,23998,77,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 6 Gen1, Octa Core, 2.2 GHz Processor",Memory Card Not Supported,Android v15,No,6.7, 1080 x 2412 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,6.5e+03, 45W Fast Charging
264,Vivo,Y300 5G,20999,81,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 4 Gen2, Octa Core, 2.2 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 32 MP Front Camera,5e+03, 80W Fast Charging
265,Samsung,Galaxy M55 ,23999,86,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Snapdragon 7 Gen1, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 1 TB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 8 MP + 2 MP Triple Rear , 50 MP Front Camera,5e+03, 45W Fast Charging
266,Samsung,Galaxy A06 5G,10499,73,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v15,No,6.7, 720 x 1600 px, 90 Hz Display with Water Drop Notch,4 GB RAM, 64 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,5.8e+03, 25W Fast Charging
267,Vivo,V40e 5G ,24999,82,4.35,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v14,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 50 MP Front Camera,5.5e+03, 80W Fast Charging
268,Samsung,Galaxy Z Flip 7 5G,109999,91,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Exynos 2500, Deca Core, 3.3 GHz Processor",Memory Card Not Supported,Android version undefined,Yes,6.9, 1080 x 2520 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 12 MP Dual Rear , 10 MP Front Camera,4.3e+03, 25W Fast Charging
269,Oppo,F27 Pro Plus 5G ,19999,78,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7050, Octa Core, 2.6 GHz Processor",Memory Card Not Supported,Android v14,No,6.7, 1080 x 2412 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,64 MP + 2 MP Dual Rear , 8 MP Front Camera,5e+03, 67W Fast Charging
270,Motorola,Edge 50 Pro 5G,29990,85,4.7,"Dual Sim, 3G, 4G, 5G, VoLTE, Vo5G, Wi-Fi, NFC","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor",Memory Card Not Supported,Android v14,No,6.7, 1220 x 2712 px, 144 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 13 MP + 10 MP Triple Rear , 50 MP Front Camera,4.5e+03, 68W Fast Charging
271,Apple,iPhone 14,53890,79,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A15, Hexa Core, 3.22 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.1, 1170 x 2532 px Display with Small Notch,,6 GB RAM, 128 GB inbuilt,12 MP + 12 MP Dual Rear , 12 MP Front Camera,3.28e+03, Fast Charging
272,iQOO,Neo 10 ,40998,87,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Snapdragon 8s Gen4, Octa Core, 3.2 GHz Processor",Memory Card Not Supported,Android v15,No,6.78, 1260 x 2800 px, 144 Hz Display with Punch Hole,16 GB RAM, 512 GB inbuilt,50 MP + 8 MP Dual Rear , 32 MP Front Camera,7e+03, 120W Fast Charging
273,Realme,C73,9974,70,4.05,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v15,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,32 MP Dual Rear , 8 MP Front Camera,6e+03, 15W Fast Charging
274,Realme,P2 Pro ,18999,82,4.55,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7s Gen 2, Octa Core, 2.4 GHz Processor",Memory Card Not Supported,Android v14,No,6.7, 1080 x 2412 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 8 MP Dual Rear , 32 MP Front Camera,5.2e+03, 80W Fast Charging
275,Realme,14 Pro 5G,22599,79,4.6,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 7300 Energy, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,6e+03, 45W Fast Charging
276,iQOO,Z9s Pro 5G,22999,82,4.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7 Gen3, Octa Core, 2.63 GHz Processor",Memory Card Not Supported,Android v14,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,8 GB RAM, 128 GB inbuilt,50 MP + 8 MP Dual Rear , 16 MP Front Camera,5.5e+03, 80W Fast Charging
277,HMD,Crest Max,11129,81,4.0,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Unisoc T760, Octa Core, 2.2 GHz Processor","Memory Card Supported, upto 256 GB",Android v14,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,64 MP + 5 MP + 2 MP Triple Rear , 50 MP Front Camera,5e+03, 33W Fast Charging
278,Realme,14T 5G ,17879,81,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card (Hybrid), upto 2 TB",Android v15,No,6.67, 1080 x 2400 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 16 MP Front Camera,6e+03, 45W Fast Charging
279,iQOO,Z10 5G ,25998,81,4.65,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, IR Blaster","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.77, 1080 x 2392 px, 120 Hz Display with Punch Hole,12 GB RAM, 256 GB inbuilt,50 MP + 2 MP Dual Rear , 32 MP Front Camera,7.3e+03, 90W Fast Charging
280,Realme,14 Pro Plus ,29999,84,4.15,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Snapdragon 7s Gen3, Octa Core, 2.5 GHz Processor",Memory Card Not Supported,Android v15,No,6.83, 1272 x 2800 px, 120 Hz Display with Punch Hole,8 GB RAM, 256 GB inbuilt,50 MP + 50 MP + 8 MP Triple Rear , 32 MP Front Camera,6e+03, 80W Fast Charging
281,Realme,14x 5G,14000,74,4.5,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi","Dimensity 6300, Octa Core, 2.4 GHz Processor",Memory Card (Hybrid),Android v14,No,6.67, 720 x 1604 px, 120 Hz Display with Punch Hole,6 GB RAM, 128 GB inbuilt,50 MP + 2 MP Dual Rear , 8 MP Front Camera,6e+03, 45W Fast Charging
282,Tecno,Pop 9 5G,8699,73,4.75,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC, IR Blaster","Dimensity 6300, Octa Core, 2.4 GHz Processor","Memory Card Supported, upto 1 TB",Android v14,No,6.67, 720 x 1612 px, 120 Hz Display with Punch Hole,4 GB RAM, 64 GB inbuilt,48 MP Dual Rear , 8 MP Front Camera,5e+03, 18W Fast Charging
283,Apple,iPhone 16 ,83500,85,4.4,"Dual Sim, 3G, 4G, 5G, VoLTE, Wi-Fi, NFC","Bionic A18, Hexa Core, 4.04 GHz Processor",Memory Card Not Supported,Android version undefined,No,6.1, 1179 x 2556 px Display with Dynamic Island Display,,8 GB RAM, 256 GB inbuilt,48 MP + 12 MP Dual Rear , 12 MP Front Camera,3.56e+03, Fast Charging
